Line#,Date,"Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap","Temperature (RXW-GP4 21474793:21124502-6), *C, Soap","Temperature (RXW-GP4 21474793:21124502-10), *C, Soap","Temperature (RXW-GP4 21474793:21124502-9), *C, Soap","Water Content (RXW-GP4 21474793:21124502-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-7), *C, Soap","Water Content (RXW-GP4 21474793:21124502-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-11), *C, Soap","Water Content (RXW-GP4 21474793:21124502-4), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124502-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124502-5), *C, Soap","Temperature (RXW-GP4 21474793:21124502-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-8), *C, Soap","Temperature (RXW-GP4 21474793:21124506-6), *C, Soap","Water Content (RXW-GP4 21474793:21124506-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-9), *C, Soap","Temperature (RXW-GP4 21474793:21124506-5), *C, Soap","Water Content (RXW-GP4 21474793:21124506-1), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124506-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124506-7), *C, Soap","Temperature (RXW-GP4 21474793:21124506-10), *C, Soap","Temperature (RXW-GP4 21474793:21124506-11), *C, Soap"
59,01/09/24 20:40:00,0.413,7.5,0.472,7.0,2.6,0.338,5.3,0.392,4.1,1.8,6.0,0.334,6.1,0.279,6.8,1.5,7.6,2.8,0.277,0.322,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.0,0.000,0.0,1.8,0.401,0.592,0.000,4.3,0.0,0.0
60,01/09/24 20:45:00,0.413,7.5,0.472,7.0,2.6,0.338,5.3,0.392,4.1,1.8,6.0,0.334,6.3,0.279,6.6,1.5,7.5,2.7,0.277,0.324,4.2,5.2,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.1,0.640,6.1,1.8,0.401,0.592,0.637,4.3,7.0,7.6
61,01/09/24 20:50:00,0.413,7.5,0.472,7.0,2.7,0.338,5.2,0.392,4.1,1.8,6.0,0.334,6.3,0.279,6.8,1.5,7.6,2.7,0.277,0.322,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.0,0.000,0.0,1.8,0.400,0.592,0.000,4.3,0.0,0.0
62,01/09/24 20:55:00,0.413,7.5,0.472,7.0,2.7,0.338,5.2,0.392,4.1,1.8,6.0,0.334,6.3,0.279,6.6,1.5,7.6,2.7,0.277,0.322,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.0,0.000,0.0,1.8,0.401,0.592,0.000,4.5,0.0,0.0
63,01/09/24 21:00:00,0.413,7.5,0.472,7.0,2.6,0.338,5.3,0.392,4.2,1.8,6.0,0.334,6.3,0.279,6.8,1.5,7.6,2.7,0.277,0.322,4.2,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.0,0.640,6.1,1.8,0.400,0.592,0.637,4.3,7.0,7.6
64,01/09/24 21:05:00,0.413,7.5,0.472,7.0,2.7,0.338,5.3,0.392,4.1,1.8,6.0,0.334,6.3,0.279,6.6,1.5,7.6,2.7,0.277,0.322,4.2,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.1,0.340,0.216,1.6,4.2,5.6,3.1,0.000,0.0,1.8,0.401,0.592,0.000,4.3,0.0,0.0
65,01/09/24 21:10:00,0.413,7.5,0.472,7.0,2.7,0.338,5.3,0.392,4.1,1.8,6.0,0.334,6.3,0.279,6.6,1.5,7.5,2.8,0.277,0.324,4.2,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.0,0.000,0.0,1.8,0.401,0.592,0.000,4.3,0.0,0.0
66,01/09/24 21:15:00,0.413,7.5,0.472,7.0,2.6,0.338,5.3,0.392,4.2,1.8,6.0,0.334,6.3,0.279,6.8,1.5,7.6,2.8,0.277,0.322,4.2,5.2,2.0,6.3,5.3,0.278,3.0,0.161,7.1,0.340,0.216,1.5,4.2,5.6,3.0,0.000,0.0,1.8,0.401,0.592,0.000,4.3,0.0,0.0
67,01/09/24 21:20:00,0.413,7.5,0.472,7.0,2.6,0.338,5.3,0.394,4.1,1.8,6.0,0.334,6.3,0.279,6.6,1.5,7.6,2.7,0.276,0.322,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.5,4.2,5.6,3.0,0.000,0.0,1.8,0.401,0.592,0.000,4.3,0.0,0.0
68,01/09/24 21:25:00,0.413,7.5,0.472,7.0,2.7,0.338,5.3,0.392,4.1,1.8,6.0,0.334,6.3,0.280,6.8,1.5,7.5,2.8,0.276,0.324,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.6,4.2,5.6,3.0,0.640,6.1,1.8,0.401,0.592,0.637,4.3,7.0,7.6
69,01/09/24 21:30:00,0.413,7.5,0.472,7.0,2.7,0.338,5.3,0.392,4.1,1.8,6.0,0.334,6.3,0.280,6.8,1.5,7.5,2.8,0.277,0.322,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.1,0.340,0.216,1.5,4.2,5.6,3.0,0.640,6.1,1.8,0.401,0.591,0.637,4.3,7.0,7.6
70,01/09/24 21:35:00,0.413,7.5,0.472,7.0,2.6,0.338,5.3,0.392,4.1,1.8,6.0,0.334,6.3,0.280,6.6,1.5,7.5,2.7,0.276,0.322,4.2,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.216,1.5,4.3,5.6,3.0,0.000,0.0,1.8,0.401,0.592,0.000,4.3,0.0,0.0
71,01/09/24 21:40:00,0.413,7.5,0.472,7.0,2.7,0.338,5.3,0.392,4.1,1.8,6.1,0.334,6.1,0.281,6.8,1.5,7.5,2.7,0.276,0.322,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.5,4.3,5.6,3.0,0.640,6.1,1.8,0.401,0.591,0.637,4.3,7.0,7.6
72,01/09/24 21:45:00,0.413,7.5,0.472,7.0,2.6,0.338,5.2,0.392,4.1,1.8,6.0,0.334,6.3,0.281,6.8,1.5,7.6,2.7,0.276,0.322,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.1,0.340,0.216,1.5,4.2,5.6,3.0,0.000,0.0,1.8,0.401,0.592,0.000,4.3,0.0,0.0
73,01/09/24 21:50:00,0.413,7.5,0.472,7.0,2.7,0.338,5.3,0.392,4.2,1.8,6.0,0.334,6.3,0.281,6.8,1.5,7.6,2.7,0.277,0.322,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.1,0.340,0.216,1.5,4.2,5.5,3.0,0.000,0.0,1.8,0.401,0.591,0.000,4.3,0.0,0.0
74,01/09/24 21:55:00,0.413,7.5,0.472,7.0,2.7,0.338,5.2,0.392,4.1,1.8,6.0,0.334,6.3,0.282,6.6,1.5,7.5,2.7,0.276,0.322,4.1,5.1,2.0,6.3,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.5,4.2,5.6,3.0,0.640,6.1,1.8,0.401,0.591,0.637,4.3,7.0,7.6
75,01/09/24 22:00:00,0.413,7.5,0.472,7.0,2.6,0.338,5.3,0.392,4.1,1.8,6.0,0.334,6.3,0.283,6.8,1.5,7.6,2.7,0.277,0.322,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.5,4.2,5.6,3.0,0.640,6.1,1.8,0.401,0.591,0.637,4.3,7.0,7.6
76,01/09/24 22:05:00,0.413,7.5,0.472,7.0,2.6,0.338,5.2,0.390,4.1,1.8,6.0,0.334,6.3,0.285,6.6,1.5,7.5,2.7,0.277,0.322,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.1,0.340,0.216,1.5,4.2,5.6,3.0,0.640,6.1,1.8,0.402,0.591,0.637,4.3,7.0,7.6
77,01/09/24 22:10:00,0.413,7.5,0.472,7.0,2.7,0.338,5.2,0.392,4.1,1.8,6.0,0.334,6.3,0.287,6.8,1.5,7.5,2.7,0.277,0.322,4.1,5.1,1.8,6.3,5.3,0.278,3.0,0.161,7.1,0.340,0.217,1.6,4.2,5.6,3.0,0.000,0.0,1.8,0.402,0.591,0.000,4.3,0.0,0.0
78,01/09/24 22:15:00,0.413,7.5,0.472,7.0,2.7,0.338,5.2,0.392,4.1,1.8,6.0,0.334,6.1,0.289,6.6,1.5,7.5,2.7,0.277,0.322,4.1,5.2,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.5,4.2,5.6,3.0,0.000,0.0,1.8,0.402,0.591,0.000,4.3,0.0,0.0
79,01/09/24 22:20:00,0.413,7.5,0.472,7.0,2.7,0.338,5.3,0.392,4.1,1.8,6.0,0.332,6.1,0.293,6.6,1.5,7.5,2.7,0.277,0.322,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.6,4.2,5.6,3.0,0.640,6.1,1.8,0.402,0.591,0.637,4.3,7.0,7.6
80,01/09/24 22:25:00,0.413,7.5,0.472,7.0,2.6,0.338,5.2,0.392,4.1,1.8,6.0,0.332,6.1,0.308,6.6,1.5,7.6,2.7,0.342,0.322,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.6,4.2,5.6,3.0,0.000,0.0,1.8,0.402,0.591,0.000,4.3,0.0,0.0
81,01/09/24 22:30:00,0.413,7.5,0.472,7.0,2.6,0.338,5.2,0.392,4.1,1.8,6.0,0.404,6.3,0.315,6.8,1.5,7.5,2.7,0.296,0.349,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.1,0.340,0.216,1.6,4.2,5.5,3.0,0.640,6.1,1.8,0.402,0.591,0.637,4.3,7.0,7.6
82,01/09/24 22:35:00,0.413,7.5,0.472,7.0,2.6,0.338,5.2,0.392,4.1,1.8,6.0,0.559,6.3,0.321,6.8,1.5,7.6,2.8,0.301,0.412,4.2,5.1,1.8,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.5,4.2,5.6,3.0,0.000,0.0,2.0,0.402,0.591,0.000,4.3,0.0,0.0
83,01/09/24 22:40:00,0.413,7.5,0.472,7.0,2.6,0.338,5.2,0.392,4.1,1.8,6.0,0.610,6.1,0.326,6.8,1.5,7.5,2.7,0.310,0.417,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.5,4.2,5.6,3.0,0.000,0.0,2.0,0.403,0.591,0.000,4.3,0.0,0.0
84,01/09/24 22:45:00,0.413,7.5,0.472,7.0,2.6,0.338,5.2,0.392,4.1,1.8,6.0,0.617,6.3,0.328,6.8,1.5,7.5,2.7,0.301,0.424,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.216,1.5,4.2,5.5,3.0,0.000,0.0,1.8,0.403,0.591,0.000,4.3,0.0,0.0
85,01/09/24 22:50:00,0.413,7.5,0.472,7.0,2.7,0.338,5.2,0.392,4.1,1.8,6.0,0.641,6.3,0.329,6.6,1.3,7.5,2.7,0.300,0.430,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.5,4.2,5.6,3.0,0.000,0.0,1.8,0.403,0.591,0.000,4.3,0.0,0.0
86,01/09/24 22:55:00,0.413,7.5,0.472,7.0,2.6,0.338,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.331,6.8,1.3,7.5,2.7,0.302,0.460,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.216,1.5,4.2,5.6,3.0,0.640,6.1,1.8,0.404,0.591,0.637,4.3,7.0,7.6
87,01/09/24 23:00:00,0.413,7.5,0.472,7.0,2.6,0.338,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.332,6.8,1.3,7.6,2.7,0.302,0.474,4.1,5.1,2.0,6.3,5.3,0.277,3.0,0.161,7.0,0.340,0.216,1.6,4.2,5.6,3.0,0.640,6.1,2.0,0.404,0.591,0.637,4.3,7.0,7.6
88,01/09/24 23:05:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.333,6.6,1.3,7.5,2.7,0.302,0.490,4.1,5.1,2.0,6.3,5.3,0.278,3.0,0.161,7.1,0.340,0.217,1.5,4.2,5.6,3.0,0.640,6.1,2.0,0.404,0.591,0.637,4.3,7.0,7.6
89,01/09/24 23:10:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.333,6.8,1.3,7.5,2.7,0.304,0.512,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.3,5.6,3.1,0.000,0.0,1.8,0.405,0.591,0.000,4.3,0.0,0.0
90,01/09/24 23:15:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.334,6.6,1.3,7.5,2.7,0.305,0.507,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.216,1.5,4.2,5.6,3.0,0.000,0.0,2.0,0.405,0.591,0.000,4.3,0.0,0.0
91,01/09/24 23:20:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.336,6.6,1.3,7.5,2.7,0.308,0.537,4.2,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.1,0.340,0.217,1.6,4.2,5.6,3.0,0.640,6.1,2.0,0.406,0.591,0.637,4.3,7.0,7.6
92,01/09/24 23:25:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.337,6.6,1.3,7.6,2.7,0.304,0.580,4.2,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.640,6.1,2.0,0.406,0.591,0.637,4.3,7.0,7.6
93,01/09/24 23:30:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.339,6.8,1.3,7.5,2.7,0.294,0.590,4.1,5.1,2.0,6.3,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.0,0.640,6.1,2.0,0.406,0.591,0.637,4.3,7.0,7.6
94,01/09/24 23:35:00,0.413,7.5,0.472,7.0,2.7,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.341,6.6,1.3,7.6,2.7,0.292,0.602,4.1,5.1,2.0,6.3,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.0,0.000,0.0,2.0,0.407,0.591,0.000,4.3,0.0,0.0
95,01/09/24 23:40:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.343,6.6,1.3,7.5,2.7,0.290,0.614,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.6,4.2,5.6,3.0,0.640,6.1,2.0,0.407,0.592,0.637,4.3,7.0,7.6
96,01/09/24 23:45:00,0.413,7.5,0.472,7.0,2.7,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.360,6.6,1.3,7.5,2.7,0.291,0.627,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.1,0.340,0.217,1.5,4.2,5.6,3.0,0.000,0.0,2.0,0.408,0.592,0.000,4.3,0.0,0.0
97,01/09/24 23:50:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.360,6.6,1.3,7.6,2.7,0.301,0.643,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.640,6.1,2.0,0.408,0.592,0.637,4.3,7.0,7.6
98,01/09/24 23:55:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.361,6.6,1.3,7.5,2.7,0.305,0.649,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.1,0.640,6.1,2.0,0.409,0.592,0.637,4.3,7.0,7.6
99,01/10/24 00:00:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.390,4.1,1.8,6.0,0.650,6.3,0.362,6.6,1.3,7.5,2.7,0.312,0.649,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.0,0.000,0.0,2.0,0.409,0.592,0.000,4.3,0.0,0.0
100,01/10/24 00:05:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.363,6.6,1.3,7.5,2.7,0.315,0.649,4.2,5.1,2.0,6.3,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.6,4.2,5.6,3.0,0.640,6.1,2.0,0.410,0.592,0.637,4.3,7.0,7.6
101,01/10/24 00:10:00,0.413,7.5,0.472,7.0,2.6,0.339,5.3,0.392,4.1,1.8,6.0,0.650,6.1,0.363,6.6,1.3,7.5,2.7,0.316,0.649,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.000,0.0,2.0,0.410,0.592,0.000,4.3,0.0,0.0
102,01/10/24 00:15:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.364,6.6,1.3,7.5,2.7,0.317,0.649,4.2,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.6,4.2,5.5,3.0,0.640,6.1,2.0,0.411,0.592,0.637,4.3,7.0,7.5
103,01/10/24 00:20:00,0.413,7.5,0.472,7.0,2.6,0.339,5.3,0.392,4.1,1.8,6.0,0.650,6.3,0.364,6.6,1.2,7.5,2.7,0.317,0.649,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.0,0.640,6.1,2.0,0.412,0.592,0.637,4.3,7.0,7.6
104,01/10/24 00:25:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.364,6.6,1.3,7.5,2.7,0.318,0.649,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.640,6.1,2.0,0.413,0.592,0.637,4.3,7.0,7.6
105,01/10/24 00:30:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.363,6.6,1.3,7.5,2.7,0.320,0.649,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.000,0.0,2.0,0.414,0.592,0.000,4.3,0.0,0.0
106,01/10/24 00:35:00,0.413,7.5,0.472,7.0,2.6,0.339,5.2,0.392,4.0,1.8,6.0,0.650,6.1,0.363,6.6,1.3,7.6,2.7,0.333,0.649,4.1,5.1,2.0,6.3,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.6,4.2,5.5,3.0,0.000,0.0,2.1,0.415,0.593,0.000,4.3,0.0,0.0
107,01/10/24 00:40:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.362,6.6,1.3,7.5,2.7,0.343,0.649,4.1,5.1,2.0,6.3,5.3,0.278,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.6,3.0,0.000,0.0,2.1,0.416,0.593,0.000,4.3,0.0,0.0
108,01/10/24 00:45:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.361,6.6,1.2,7.5,2.7,0.349,0.649,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.640,6.1,2.1,0.416,0.593,0.637,4.3,7.0,7.6
109,01/10/24 00:50:00,0.413,7.5,0.472,7.0,2.7,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.360,6.8,1.3,7.5,2.7,0.353,0.649,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.160,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.640,6.1,2.1,0.416,0.593,0.637,4.3,7.0,7.6
110,01/10/24 00:55:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.359,6.6,1.2,7.5,2.6,0.369,0.649,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.160,7.0,0.340,0.217,1.6,4.2,5.6,3.0,0.640,6.1,2.1,0.417,0.593,0.637,4.3,7.0,7.6
111,01/10/24 01:00:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.359,6.8,1.3,7.5,2.7,0.375,0.649,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.5,3.1,0.640,6.1,2.1,0.417,0.593,0.637,4.3,7.0,7.6
112,01/10/24 01:05:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.357,6.6,1.3,7.6,2.7,0.375,0.649,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.5,3.1,0.639,6.1,2.1,0.418,0.593,0.637,4.2,7.0,7.6
113,01/10/24 01:10:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.356,6.6,1.3,7.5,2.7,0.361,0.648,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.000,0.0,2.1,0.418,0.593,0.000,4.3,0.0,0.0
114,01/10/24 01:15:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.355,6.6,1.3,7.5,2.7,0.350,0.649,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.160,7.1,0.340,0.217,1.5,4.2,5.5,3.0,0.639,6.1,2.1,0.419,0.593,0.637,4.3,7.0,7.6
115,01/10/24 01:20:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.354,6.6,1.3,7.5,2.7,0.337,0.649,4.1,5.1,2.0,6.3,5.3,0.277,3.0,0.160,7.1,0.340,0.217,1.5,4.2,5.5,3.0,0.640,6.0,2.2,0.419,0.593,0.637,4.3,7.0,7.6
116,01/10/24 01:25:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.353,6.6,1.3,7.5,2.7,0.331,0.648,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.160,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.000,0.0,2.2,0.420,0.593,0.000,4.3,0.0,0.0
117,01/10/24 01:30:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.352,6.6,1.3,7.5,2.6,0.327,0.648,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.160,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.639,6.1,2.2,0.420,0.593,0.637,4.3,7.0,7.6
118,01/10/24 01:35:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.0,1.8,6.0,0.650,6.3,0.351,6.6,1.3,7.5,2.7,0.323,0.648,4.1,5.1,2.0,6.3,5.3,0.277,3.0,0.161,7.0,0.340,0.217,1.6,4.2,5.5,3.0,0.000,0.0,2.2,0.421,0.594,0.000,4.2,0.0,0.0
119,01/10/24 01:40:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.350,6.6,1.3,7.5,2.7,0.322,0.649,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.160,7.0,0.340,0.217,1.5,4.2,5.5,3.0,0.639,6.1,2.2,0.421,0.594,0.637,4.3,7.0,7.6
120,01/10/24 01:45:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.348,6.6,1.3,7.5,2.7,0.319,0.649,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.160,7.0,0.340,0.217,1.6,4.3,5.5,3.1,0.639,6.1,2.2,0.421,0.594,0.637,4.2,7.0,7.5
121,01/10/24 01:50:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.3,0.347,6.6,1.3,7.5,2.7,0.317,0.648,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.160,7.0,0.340,0.217,1.5,4.2,5.5,3.1,0.639,6.1,2.2,0.422,0.594,0.637,4.3,7.0,7.6
122,01/10/24 01:55:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.0,1.8,6.0,0.650,6.1,0.346,6.6,1.3,7.5,2.7,0.316,0.648,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.160,7.0,0.340,0.217,1.6,4.2,5.5,3.1,0.000,0.0,2.2,0.422,0.594,0.000,4.2,0.0,0.0
123,01/10/24 02:00:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.345,6.8,1.3,7.5,2.7,0.316,0.649,4.1,5.1,2.0,6.5,5.3,0.278,3.0,0.160,7.1,0.340,0.217,1.5,4.2,5.5,3.1,0.000,0.0,2.2,0.422,0.594,0.000,4.3,0.0,0.0
124,01/10/24 02:05:00,0.413,7.5,0.472,7.0,2.6,0.340,5.2,0.392,4.1,1.8,6.0,0.650,6.1,0.345,6.6,1.3,7.5,2.7,0.315,0.648,4.1,5.1,2.0,6.5,5.3,0.277,3.0,0.160,7.0,0.340,0.217,1.6,4.2,5.5,3.0,0.000,0.0,2.2,0.422,0.594,0.000,4.3,0.0,0.0
